word_id,word_phrase
150,CN
151,CNIB
152,CNR
153,CO OP
154,CO OPERATIVE
155,CO OPERATIVES
156,COLDWELL BANKER
157,COLIN LIAM BEECHINOR
158,COLIN SMILE
159,COLINS SMILE
160,COMMISSION
161,COMMONWEALTH
162,COMMONWEALTH SOCIETY
163,COMMUNITY CHEST
164,COMMUNITY CONTRIBUTION COMPANY
165,CONDO
166,CONDOMINIUM
167,CONDOMINIUMS
168,CONDOS
169,CONSERVATIVE
170,CONSULTING ENGINEER
171,CONTACT LENS FITTER
172,CONTACT LENS FITTERS
173,COOP
174,COOPERATIVE
175,COOPERATIVES
176,COQUIHALLA HIGHWAY
177,COSTCO
178,COUNCIL
179,COUNTRY WIDE
180,COUNTRYWIDE
181,COUNTY COURT
182,CP
183,CPA
184,CPAS
185,CPI
186,CPIC
187,CPR
188,CPRPM
189,CREDIT UNION
190,CRIME
191,CRIME STOPPER
192,CRIME STOPPERS
193,CRIMESTOPPER
194,CROOKSTOPPER
195,CROWN
196,CRUELTY TO ANIMALS
197,CU
198,D V M
199,DASSURANCES
200,DDS
201,DE FIDUCIE
202,DENTAL
203,DENTAL CLINIC
204,DENTAL HYGIENE
205,DENTAL HYGIENIST
206,DENTAL LAB
207,DENTAL LABORATORY
208,DENTAL MECHANIC
209,DENTAL STUDIO
210,DENTAL TECH
211,DENTAL TECHNICIAN
212,DENTIST
213,DENTISTRY
214,DENTISTS
215,DENTURE
216,DENTURES
217,DENTURIST
218,DEPOSIT
219,DETECTIVE
220,DISPENSARY
221,DISPENSING OPTICIAN
222,DISPENSING OPTICIANS
223,DOCTOR
224,DOCTOR OF PODIATRIC MEDICINE
225,DOCTOR OF TRADITIONAL CHINESE MEDICINE
226,DOCTORS
227,DODGE
228,DOMINION LENDING CENTRE
229,DOMINION LENDING CENTRES
230,DR
231,DRS
232,DRUG
233,DRUGGIST
234,DRUGLESS HEALER
235,DRUGLESS PHYSICIAN
236,DRUGS
237,DVM
238,E BANK
239,E COMM OR EMERGENCY COMMUNICATIONS
240,EARTH SCIENCE
241,EBANK
242,ECM
243,ELKS
244,EMERGENCY MEDICAL ASSISTANT
245,EMILY CARR
246,ENG
247,ENGINEER
248,ENGINEERING
249,ENGINEERS
250,ENVIRONMENTAL GEOLOGY
251,ENVIRONMENTAL GEOSCIENCE
252,ESSO
253,EUROPEAN COMMON MARKET
254,EVCC
255,EXPLORATION GEOSCIENE
256,FARMERS INSTITUTE
257,FCA
258,FCPA
259,FIAT
260,FIDUCIARE
261,FIDUCIE
262,FIT
263,FOLLOW THE BIRDS TO VICTORIA
264,FORESTER
265,FORESTER IN TRAINING
266,FORESTERS
267,FP
268,GAMBLE
269,GAMBLING
270,GAME
271,GAMES
272,GAMING
273,GARANTIE
274,GENERAL PRACTITIONER
275,GEO
276,GEOCHEMICAL
277,GEOCHEMISTRY
278,GEOLOGICAL
279,GEOLOGIST
280,GEOLOGY
281,GEOMORPHOLOGY
282,GEOPHYSICAL
283,GEOPHYSICS
284,GEOSCIENCE
285,GEOSCIENTIST
286,GM
287,GMC
288,GP
289,GRAND TRUNK
290,GST
291,GUARANTEE
292,GUARANTEED
293,HARBOUR
294,HBC
295,HEARING AID
296,HEARING INSTRUMENT PRACTITIONER
297,HIGH TEC
298,HIGH TECH
299,HIGH TEK
300,HIGHTEC
301,HIGHTECH
302,HITEC
303,HITECH
304,HITEK
305,HOMALCO
306,HOMELIFE
307,HOMELIFE BENCHMARK
308,HONDA
309,HONEYWELL
310,HOSPITAL
311,HOSPITALIST
312,HOSPITALISTS
313,HOSPITALS
314,HUDSONS BAY COMPANY
315,HYDROGEOLOGICAL
316,HYDROGEOLOGY
317,HYTEC
318,HYTECH
319,HYTEK
320,HYUNDAI
321,I P A
322,I S P
323,ICPO
324,IMASCO
325,IMPERIAL OIL
326,INDEMNITE
327,INDEMNITY
328,INFORMATICIEN PROFESSIONNEL AGREE DU CANADA
329,INFORMATION SYSTEMS PROFESSIONAL OF CANADA
330,ING
331,INGENIERE
332,INGENIEUR
333,INGENIEUR CONSIEL
334,INK
335,INSTITUTE FOR THE BLIND
336,INSURANCE
337,INSURANCES
338,INSURER
339,INSURERS
340,INTERMEDIATE CARE
341,INTERPOL
342,INTRAWEST
343,IPA
344,ISP
345,ISUZU
346,JAYCEE
347,JEEP
348,KHOWUTZUN
349,KIA
350,KIN
351,KINETTE
352,KING
353,KINGS
354,KINSMEN
355,KIWANIS
356,KKK
357,KLU KLUX KLAN
358,KNIGHTS OF MALTA
359,L IMPERIALE
360,LABRADOR
361,LADA
362,LAND SURVEY
363,LAND SURVEYING
364,LAND SURVEYOR
365,LAND SURVEYORS
366,LAND SURVEYS
367,LANDSCAPE ARCHITECT
368,LANDSCAPE ARCHITECTS
369,LANDSCAPE ARCHITECTURE
370,LASSURANCE
371,LASSUREUR
372,LAW
373,LAW CORPORATION
374,LAW ENFORCEMENT
375,LAWYER
376,LAWYERS
377,LEGAL
378,LEGAL EASE
379,LEGAL SERVICE
380,LEGAL SERVICES
381,LEGALEASE
382,LEGALSERVICE
383,LEGALSERVICES
384,LEGION
385,LIABILITY
386,LIBERAL
387,LICENCED
388,LICENSED
389,LICENSED GRADUATE NURSE
390,LICENSED GRADUATE PSYCHIATRIC NURSE
391,LICENSED PRACTICAL NURSE
392,LIFE
393,LIMITED LIABILITY CORPORATION
394,LIONESS
395,LIONS
396,LIONS CLUB
397,LLB
398,LLC
399,LOTO
400,LOTTERIES
401,LOTTERY
402,LOTTO
403,LOU GEHRIGS DISEASE
404,LPN
405,LRT
406,LTC
407,M B
408,MACDONALD REALT
409,MACK TRUCK
410,MACK TRUCKS
411,MANITOBA
412,MASSAGE PRACTITIONER
413,MASSAGE THERAPIST
414,MASSAGE THERAPY
415,MAZDA
416,MB
417,MD
418,MEC
419,MEDICINE
420,MEDICINES
421,MEDS
422,MIDWIFE
423,MIDWIFERY
424,MIDWIFES
425,MIDWIVE
426,MIDWIVES
427,MONARCH
428,MULTIPLE LISTING SERVICE
429,NATIONAL INSTITUTE FOR THE BLIND
430,NATIONAL REAL ESTATE SERVICE
431,NATIONAL REALESTATE SERVICE
432,NATIONALIST PARTY OF CANADA
433,NATURAL MEDICINE
434,NATUROPATH
435,NATUROPATHIC
436,NATUROPATHIC MEDICINE
437,NATUROPATHIC PHYSICIAN
438,ND
439,NEIGHBORHOOD WATCH
440,NEIGHBOURHOOD WATCH
441,NEW BRUNSWICK
442,NEW DEMOCRATIC
443,NEWFOUNDLAND
444,NIPIKA
445,NISSAN
446,NORTHWEST TERRITORITIES
447,NOTARIAL
448,NOTARIES
449,NOTARIES PUBLIC
450,NOTARY
451,NOTARY PUBLIC
452,NOVA SCOTIA
453,NP
454,NRS
455,NUNAVUT
456,NURSE
457,NURSES
458,NWT
459,OCCUPATIONAL THERAPIST
460,OCCUPATIONAL THERAPISTS
461,OCCUPATIONAL THERAPY
462,OD FELLOW
463,OD FELOW
464,ODD FELLOW
465,ODD FELOW
466,ODFELOW
467,OLDSMOBILE
468,OLYMPIC
469,OLYMPICS
470,ONTARIO
471,OPPORTUNITIES
472,OPPORTUNITY
473,OPTICIAN
474,OPTICIANS
475,OPTIMIST
476,OPTOMETRIC
477,OPTOMETRIC CORPORATION
478,OPTOMETRIST
479,OPTOMETRISTS
480,OPTOMETRY
481,ORAL
482,ORANGE LODGE
483,ORANGE LODGES
484,ORDER OF MALTA
485,P ENG
486,PA
487,PACIFIC PLACE
488,PAG
489,PARTNERSHIP
490,PAUQUACHIN
491,PCI
492,PCI REALTY
493,PERSONAL LAW
494,PET CLINIC
495,PET HOSPITAL
496,PETROLEUM GEOSCIENCE
497,PETROLIERE IMPERIALE
498,PHARM
499,PHARMA
500,PHARMACEUTICAL
501,PHARMACIST
502,PHARMACISTS
503,PHARMACY
504,PHYSICAL THERAPIST
505,PHYSICAL THERAPISTS
506,PHYSICIAN
507,PHYSICIANS
508,PHYSIO
509,PHYSIOTHERAPIST
510,PHYSIOTHERAPISTS
511,PHYSIOTHERAPY
512,PIC A FLIC
513,PICK A FLIC
514,PICK A FLICK
515,PIK A FLIC
516,PLEASE NOTE FORMAT BRACKETS MUST BE AROUND VCC SBVCC
517,PLS
518,PODIATRIC
519,PODIATRIC DOCTOR
520,PODIATRIC DR
521,PODIATRIST
522,PODIATRISTS
523,PODIATRY
524,POLICE
525,POLICING
526,PONTIAC
527,PORT
528,PORT OF PRINCE RUPERT
529,PORT OF VANCOUVER
530,POST OFFICE
531,POSTAL
532,PRESCRIPTION
533,PRESCRIPTIONS
534,PRINCE
535,PRINCE EDWARD ISLAND
536,PRINCESS
537,PROFESSIONAL ACCOUNTANT
538,PROFESSIONAL ACCOUNTANTS
539,PROFESSIONAL AGRICULTURIST
540,PROFESSIONAL ENGINEER
541,PROFESSIONAL FORESTER
542,PROVINCIAL
543,PROVINCIAL COURT
544,PSYCHOLOGICAL
545,PSYCHOLOGICAL ASSOCIATE
546,PSYCHOLOGIST
547,PSYCHOLOGISTS
548,PSYCHOLOGY
549,QUALIFIED
550,QUATERNARY GEOLOGY
551,QUEBEC
552,QUEEN
553,QUEENS
554,QUENEESH
555,R  PHARM
556,R C M P
557,R H I
558,R PH
559,RA
560,RACINO
561,RAFFLE
562,RAM
563,RCMP
564,RCPP
565,RCT
566,RD STAR
567,RDH
568,RDN
569,RE
570,REALTOR
571,REALTORS
572,REALTY EXECUTIVES
573,REALTY WORLD
574,REASSURANCE
575,REASSURANCES
576,REEMARK
577,REG OT BC
578,REGIONAL BOARD
579,REGIONAL DISTRICT
580,REGISTERED AROMATHERAPIST
581,REGISTERED AUDIOLOGIST
582,REGISTERED CARDIOLOGY TECHNICIAN
583,REGISTERED CARDIOLOGY TECHNOLOGIST
584,REGISTERED CERTIFIED PROFESSIONAL PURCHASER
585,REGISTERED CERTIFIED PROFESSIONAL PURCHASER RCPP
586,REGISTERED CERTIFIED PROFESSIONAL RESIDENTIAL PROPERTY MANAG
587,REGISTERED COMMUNICATION DISORDERS SPECIALIST
588,REGISTERED DENTAL TECHNICIAN
589,REGISTERED DIETITIAN
590,REGISTERED DIETITIAN NUTRITIONISTS
591,REGISTERED ELECTROLOGIST
592,REGISTERED ENVIRONMENTAL HEALTH OFFICER
593,REGISTERED HOME INSPECTOR
594,REGISTERED INDUSTRIAL ACCOUNTANT
595,REGISTERED INTERIOR DESIGNER
596,REGISTERED MASSAGE PRACTICE
597,REGISTERED MASSAGE PRACTITIONER
598,REGISTERED MASSAGE THERAPIST
599,REGISTERED MASSAGE THERAPY
600,REGISTERED MEDICAL OFFICE ASSISTANT
601,REGISTERED MUSIC TEACHER
602,REGISTERED NURSE
603,REGISTERED NURSE PRACTITIONER
604,REGISTERED NUTRITIONIST
605,REGISTERED OCCUPATIONAL THERAPISTS BC
606,REGISTERED PHYSIOTHERAPIST
607,REGISTERED PLANNER
608,REGISTERED PROFESSIONAL BIOLOGIST
609,REGISTERED PROFESSIONAL CONSULTING ARCHAEOLOGIST
610,REGISTERED PSYCHIATRIC NURSE
611,REGISTERED PSYCHIATRIC NURSES
612,REGISTERED PSYCHOLOGICAL ASSOCIATE
613,REGISTERED PSYCHOLOGIST
614,REGISTERED PUBLIC HEALTH INSPECTOR
615,REGISTERED REMEDIAL GYMNAST
616,REGISTERED RESPIRATORY TECHNOLOGIST
617,REGISTERED RESPIRATORY TECHNOLOGIST RRT
618,REGISTERED RESPIRATORY THERAPISTS RRT
619,REGISTERED RESPIRATORY THERPISTS
620,REGISTERED SHIATSU THERAPIST
621,REGISTERED SOCIAL WORKER
622,REGISTERED SOCIAL WORKERS
623,REGISTERED SPEECH LANGUAGE PATHOLOGIST
624,REGISTERED SPEECH LANGUAGE THERAPIST
625,REGISTERED SPEECH PATHOLOGIST
626,REGISTERED SPEECH THERAPIST
627,REGISTERED VOICE THERAPIST
628,REHO
629,REINSURANCE
630,REINSURE
631,REINSURER
632,REMAX
633,REMEDIAL GYMNAST
634,RFT
635,RHI
636,RI BC
637,RIA
638,RICHMOND ASIA
639,RICHMOND ASIA PACIFIC
640,RID
641,RID CHARTER
642,RID FELLOW
643,RMOA
644,RMT
645,RN
646,ROAD STAR
647,ROADSTAR
648,ROBERTS BANK
649,ROTARACT
650,ROTARY
651,ROYAL
652,ROYAL BC
653,ROYAL CANADIAN
654,ROYAL CANADIAN INSTITUTE FOR THE BLIND
655,ROYAL CANADIAN LEGION
656,ROYAL CANADIAN MOUNTED POLICE
657,ROYAL LEPAGE
658,RP BIO
659,RPCA
660,RPF
661,RPHI
662,RPN
663,RRT
664,RST
665,RSW
666,RX
667,SANIPRACTIC
668,SASKATCHEWAN
669,SATURN
670,SAVING
671,SAVINGS
672,SAVINGS AND LOAN
673,SBVCC
674,SECRETARIAT
675,SERGEANT
676,SHINING LIGHT
677,SLAVE
678,SLAVE LABOUR
679,SLOT
680,SLOTS
681,SOCIAL CREDIT
682,SOCIAL WORKER
683,SOLICITOR
684,SOLICITORS
685,SOUSCRIPTION
686,SOUSCRIRE
687,SPCA
688,SPEECH
689,SPEECH LANGUAGE
690,SPEECHLANGUAGE
691,STRATA
692,SUBARU
693,SUCSRIPTEUR
694,SUMMER GAMES
695,SUPER NATURAL
696,SUPERHOST
697,SUPREME COURT
698,SURETE
699,SURETY
700,SURGEON
701,SURGEONS
702,SUSSEX GROUP
703,SUTTON GROUP
704,SUZUKI
705,TAHLTAN
706,TCM
707,TELUS
708,TEST
709,TFT
710,THE BLIND
711,THE BLIND INSTITUTE
712,THE BODY SHOP
713,THE BRITISH COLUMBIA BAR ASSOCIATION
714,THE MORTGAGE CENTRE
715,THE SHINING LIGHT
716,THEATRE COMPANY
717,THERAPEUTIC MASSAGE
718,TOYOTA
719,TRADITIONAL CHINESE MEDICINE HERBALIST
720,TRADITIONAL CHINESE MEDICINE PRACTITIONER
721,TREASURY
722,TREATY
723,TRUSCO
724,TRUST
725,TRUSTCO
726,TRUSTEE
727,TRUSTEES
728,TRUSTS
729,TRUSTY
730,TSAWWASSEN HOMEOWNERS
731,TSAWWASSEN HOMEOWNERS ASSOCIATION
732,U OF
733,ULC
734,UNBC
735,UNDERWRITER
736,UNDERWRITERS
737,UNDERWRITING
738,UNIGLOBE
739,UNIGLOBE TRAVEL
740,UNITED WAY
741,UNIV
742,UNIVERSITIES
743,UNIVERSITY
744,UNIVERSITY COLLEGE
745,UNIVERSITY OF NORTHERN BRITISH COLUMBIA
746,UNIVERSITY OF VICTORIA
747,UNLIMITED
748,UNLIMITED LIABILITY COMPANY
749,UNLTD
750,UVIC
751,VANCITY
752,VANCOUVER PORT
753,VARIETY
754,VARIETY CLUB
755,VCC
756,VET
757,VETERINARIAN
758,VETERINARIANS
759,VETERINARY
760,VOLCANOLOGY
761,VOLKS
762,VOLKSWAGEN
763,VSE
764,WARRANTIES
765,WARRANTY
766,WESTAR
767,WESTERN COMMAND
768,WHITE CANE
769,WINTER GAMES
770,WISE
771,WISE MART
772,WISE STORE
773,WISE STORES
774,YMCA
775,YMCAYWCA
776,YMYWCA
777,YWCA
0,
